HCS,totpop-log,medhhincome-log,medhvalue-log,male,age_under18,age_18_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75_84,age_85pl,race_white,race_black,race_nativeam,race_asian,married,divorced,educ_lesshs,educ_somecoll,educ_college,educ_collpl,urate_all,urate_male,urate_female,HSdropout_male,HSdropout_female,ind_agmining,ind_const,ind_manuf,ind_wholesale,ind_retail,ind_transport,ind_info,ind_FIRE,ind_pro,ind_educhealth,ind_artentertain,ind_otherserve,ind_public,occ_mgmtbiz,occ_pro,occ_healthsupp,occ_protective,occ_food,occ_building,occ_personalcare,occ_sales,occ_officeadmin,occ_farming,occ_constextract,occ_production,occ_transport,income_less10k,income_10k15,income_15k20,income_20k25,income_25k30,income_30k35,income_35k40,income_40k45,income_45k50,income_50k60,income_60k75,income_75k100,income_100k125,income_125k150,income_150kpl,rent_share_income,poverty_under18,poverty_18_64,poverty_65pl,poverty_white,poverty_black,poverty_nativeA,vetshare_18_64,vetshare_65pl,Num-Services,Avg-Satisfaction,Log-Cases,Log-Deaths
549,20.23924122,15.9111365,17.38854032,0.49141447,0.26155121,0.092449379,0.147199196,0.140748321,0.135113847,0.111741357,0.068314704,0.03134401,0.011537974,0.693277821,0.152601249,0.004864428,0.066777148,0.502305562,0.108641404,0.3655017,0.288937369,0.226897493,0.118663436,0.048498468,0.046358929,0.051037366,0.046396521,0.03341594,0.012409901,0.076306481,0.092602975,0.032144629,0.116142196,0.062899411,0.023754249,0.086270619,0.12617532,0.198798177,0.091491422,0.051372274,0.02963235,0.173572376,0.215886561,0.024419687,0.017718069,0.053533716,0.035524102,0.026461289,0.113086664,0.118724478,0.001732138,0.09087351,0.050064998,0.078402405,0.05048563,0.034385922,0.036926747,0.04092498,0.042676171,0.04441372,0.042231337,0.044129628,0.037552998,0.079040636,0.100538338,0.128797837,0.095363028,0.065217721,0.157315315,0.194126839,0.179814596,0.111714402,0.083584236,0.111873766,0.182435275,0.10894459,0.039241193,0.027992188,6.260149416,0.822151298,9.73470962,5.169925001
550,17.12327586,15.64692879,16.79472635,0.484144855,0.224706994,0.109666894,0.129272696,0.118120029,0.124028947,0.132376214,0.091524351,0.048284138,0.022019734,0.803837142,0.127439954,0.002087022,0.026906998,0.460266973,0.125561651,0.380318561,0.31071777,0.195869004,0.113094656,0.06494252,0.074197913,0.055539275,0.059478562,0.035805724,0.015354027,0.047598523,0.111779507,0.022418557,0.113710876,0.045556256,0.016026896,0.086069817,0.080802717,0.263806784,0.090463046,0.048861172,0.057551826,0.142673579,0.233909147,0.038225766,0.018784744,0.063596296,0.038546275,0.029393062,0.100674862,0.126372166,0.004036533,0.06783406,0.05789835,0.078055164,0.079339754,0.050968835,0.048670322,0.053439153,0.048263071,0.04587357,0.044520877,0.045852994,0.037074013,0.07908633,0.101790421,0.129356332,0.082333044,0.052521871,0.100909408,0.164264101,0.223844441,0.164125793,0.078194187,0.127468552,0.39051909,0.166466114,0.037816644,0.040749446,8.483274874,0.887297005,6.569855608,2
552,17.99361106,15.65540321,16.90463746,0.488423862,0.225320276,0.096312778,0.126569555,0.116726053,0.131730669,0.135386619,0.095078579,0.051032189,0.021843281,0.807243885,0.127903527,0.001885319,0.024090001,0.483996898,0.123536194,0.386918484,0.318522429,0.172172949,0.122386143,0.062263654,0.063427917,0.060988525,0.030598018,0.028541635,0.006067587,0.046440365,0.147777574,0.024597161,0.114111343,0.041636184,0.016775069,0.057321507,0.103711267,0.253769913,0.089683152,0.043826528,0.054282341,0.141080635,0.240503717,0.03609872,0.017361884,0.060727151,0.034654687,0.02421329,0.10000898,0.115067374,0.002433119,0.065078496,0.083699927,0.079072012,0.0689393,0.048851646,0.048669458,0.051859903,0.048569272,0.04911172,0.045687511,0.049158859,0.040069136,0.080253127,0.104635993,0.123279757,0.085026013,0.053134615,0.102753684,0.175093744,0.209010925,0.136965157,0.074699988,0.113239723,0.274914531,0.366367363,0.055602995,0.046066961,8.024328627,0.873100257,7.781359714,3.584962501
553,20.31034742,15.64791038,16.99020451,0.484961115,0.228324042,0.0881052,0.130060029,0.12209726,0.139867812,0.137944757,0.089506319,0.04371891,0.020375682,0.641776087,0.27046342,0.002864711,0.044897062,0.442463609,0.114969753,0.371729523,0.315365165,0.183105973,0.129799345,0.079878637,0.082585064,0.077060329,0.053620811,0.035340061,0.003264936,0.044144161,0.187940919,0.023719774,0.103258749,0.048739247,0.016681209,0.061441283,0.114936624,0.222910226,0.096471185,0.04489563,0.031596063,0.149368483,0.232930261,0.038318165,0.018595822,0.058353112,0.035562363,0.026037018,0.101303388,0.115066711,0.002147031,0.063040545,0.084370562,0.07490653,0.086158474,0.049130011,0.049588126,0.048949693,0.046867514,0.048838313,0.044488936,0.043607952,0.038316152,0.073915804,0.092217814,0.116845425,0.083464285,0.05477714,0.12283436,0.199376102,0.24803996,0.158710803,0.101690761,0.120696069,0.261344252,0.180169232,0.028423179,0.033993565,5.972371552,0.865731518,8.558420713,5.781359714
554,19.07738804,15.91014859,17.9898711,0.501179945,0.235656895,0.09576286,0.160424838,0.134099874,0.126537883,0.120281936,0.077418308,0.035351875,0.014465528,0.800479276,0.059685749,0.009493275,0.033748786,0.500220264,0.12215172,0.301234002,0.320171851,0.235798454,0.142795709,0.052287878,0.052505706,0.052093103,0.055057893,0.037884428,0.012146291,0.079550514,0.063059465,0.023009533,0.110690993,0.046749904,0.02939654,0.071143376,0.138803647,0.214364777,0.103239296,0.053952967,0.053892692,0.167854804,0.23878073,0.029409131,0.023165506,0.060528725,0.033788908,0.027963998,0.106346617,0.119303606,0.003039398,0.087935616,0.037413012,0.064469948,0.050224379,0.034461243,0.034230612,0.039844737,0.040408605,0.043283657,0.043090708,0.042826198,0.039290922,0.081361258,0.105336519,0.137236293,0.10101619,0.067590299,0.139798377,0.210345318,0.146707077,0.104231334,0.074547669,0.097397556,0.179374398,0.17789715,0.075892915,0.041097014,8.548301727,0.812216658,9.194756854,5.129283017
556,19.53131991,16.09682799,17.70448629,0.495311538,0.238989347,0.096225619,0.124892441,0.12865637,0.145239504,0.131795395,0.07925911,0.03769728,0.017244941,0.768291971,0.096026264,0.002483356,0.056073879,0.512408862,0.092437266,0.340207687,0.276502012,0.233089482,0.150200819,0.060196814,0.061209793,0.059048356,0.029618783,0.025608583,0.004663319,0.054264664,0.149408262,0.038222784,0.116351727,0.050070715,0.018571735,0.072414226,0.128731079,0.204269969,0.088279606,0.044872287,0.02987963,0.177347255,0.21842991,0.027512876,0.019072026,0.051814592,0.035344957,0.029270539,0.114271694,0.117378124,0.002102335,0.066974688,0.064036298,0.076444702,0.048232009,0.030010201,0.034378383,0.038816483,0.035811822,0.037623733,0.038185261,0.036303417,0.031378444,0.069708152,0.09564959,0.129452342,0.102183347,0.071912745,0.20035408,0.17619222,0.146793008,0.094157504,0.073016273,0.082384035,0.245983796,0.11080904,0.029410627,0.030174597,10.36113967,0.875657844,10.76404222,3.584962501
557,16.76419132,15.43649498,16.83884348,0.478267692,0.245779859,0.100941988,0.136547989,0.122765298,0.127599498,0.123875782,0.083813537,0.042404298,0.016271755,0.537197747,0.400379388,0.003104255,0.020665467,0.445524042,0.117497065,0.424206898,0.324890587,0.147763042,0.103139484,0.078585414,0.076255067,0.081091931,0.055186054,0.050021264,0.010794055,0.046804296,0.089991726,0.016922693,0.125619742,0.049307459,0.012732208,0.054297832,0.082770813,0.241645522,0.109693667,0.048005707,0.111414276,0.128441708,0.209211735,0.028755544,0.02754455,0.066595015,0.044285173,0.030677692,0.10796837,0.120076161,0.005236601,0.090702505,0.060295588,0.080209357,0.099679572,0.05777692,0.058995679,0.055183873,0.055112824,0.047666686,0.047805429,0.045902901,0.046810636,0.074541815,0.098510226,0.112077681,0.077917697,0.043578107,0.078439957,0.205712141,0.310914125,0.191678542,0.119703499,0.142996345,0.286691066,0.154447531,0.074918047,0.041230234,6.44307829,0.797190076,9.082149041,4.087462841
558,19.03560262,15.90682018,17.70376435,0.483344219,0.23021967,0.10214614,0.148822349,0.14275691,0.136357861,0.116377761,0.076098802,0.034407384,0.012813123,0.641028695,0.239425087,0.003249259,0.052987975,0.484014883,0.099622756,0.261500462,0.271637221,0.284531916,0.182330408,0.052424116,0.050194088,0.054813808,0.033081062,0.026497697,0.005880727,0.05873045,0.083325683,0.0226974,0.100971329,0.03546412,0.025175836,0.070191121,0.158398587,0.244415286,0.098769166,0.047369858,0.04861043,0.185521658,0.290615712,0.023220109,0.016572289,0.055931771,0.03429465,0.02625277,0.110546539,0.100951409,0.00318883,0.064709312,0.036471725,0.051723231,0.051378904,0.03831604,0.037538382,0.040306749,0.040793884,0.044086414,0.042128787,0.045460461,0.036741294,0.078593488,0.095706619,0.128775883,0.094785114,0.068162115,0.157225859,0.185554031,0.170114671,0.124290905,0.068261375,0.097935677,0.189657957,0.153143177,0.041977262,0.030395756,6.187463496,0.831148866,8.854868383,4.807354922
561,19.17442427,16.19788267,18.32504657,0.487396765,0.223045732,0.086980041,0.123992144,0.126081763,0.143811354,0.133897769,0.090013202,0.048319314,0.023858679,0.712656827,0.109644885,0.001795814,0.099726333,0.508127756,0.082859331,0.365537998,0.229627673,0.245764769,0.159069567,0.057790282,0.057509986,0.058183912,0.028519187,0.018649731,0.002224918,0.061216267,0.078728497,0.033398759,0.111843824,0.057225627,0.029396209,0.087027542,0.13652069,0.23886509,0.078126248,0.044566805,0.040859522,0.180548227,0.249508408,0.027778999,0.023931556,0.044548938,0.033732329,0.02959256,0.111077162,0.120531219,0.001219068,0.071225132,0.035710581,0.070595818,0.049029923,0.032141228,0.035219881,0.037156704,0.035207786,0.034938185,0.03264306,0.032458516,0.029740799,0.061131537,0.085361551,0.120409935,0.100499443,0.076180774,0.237880677,0.204164498,0.141534814,0.089218917,0.083832607,0.084982126,0.161040571,0.144392678,0.016899756,0.031610104,4.912717626,0.866341311,10.00281502,6.930737338
562,16.91664688,15.44535476,16.6489338,0.496862805,0.212450657,0.090586934,0.118480146,0.111654184,0.134124662,0.14946815,0.104020149,0.054913667,0.024301444,0.914530909,0.043728373,0.001555382,0.009837717,0.480550244,0.116893565,0.530941874,0.249518591,0.141914003,0.077625537,0.062309886,0.069962623,0.053763481,0.060855266,0.057960881,0.020095532,0.055406571,0.193052228,0.019011225,0.107756771,0.044732005,0.012917986,0.048175415,0.059653906,0.263653675,0.09011408,0.047532222,0.037898374,0.115300221,0.198724178,0.045745233,0.019845859,0.065656897,0.042042238,0.023827972,0.090769862,0.112234268,0.006880863,0.080263942,0.111308476,0.087399989,0.07230625,0.054916208,0.061694456,0.06216244,0.059683921,0.057163771,0.049688533,0.050893782,0.048895309,0.08666403,0.106156917,0.119738473,0.073410837,0.039372406,0.057252666,0.170547243,0.241495897,0.156557937,0.084361953,0.146926549,0.368225587,0.231734368,0.045503803,0.053158893,9.605663298,0.901676691,5.357552005,2
564,17.17435277,15.3470214,16.92916602,0.490366244,0.229199013,0.117896584,0.134660922,0.120766013,0.120005374,0.120329957,0.09021211,0.047750338,0.019179693,0.847465121,0.031801568,0.020895639,0.020603565,0.496925834,0.128130339,0.430617072,0.31251627,0.164913713,0.091952945,0.048163957,0.052389461,0.043413282,0.05012256,0.034112737,0.014790012,0.062521176,0.126108805,0.025536411,0.129910598,0.057417674,0.01712441,0.050232706,0.089859987,0.236401152,0.108000977,0.052316343,0.029779749,0.131033486,0.205801303,0.033262816,0.016101549,0.068161629,0.03861711,0.026581569,0.111920982,0.121566531,0.004638471,0.086164989,0.077753342,0.078396223,0.079954247,0.060649037,0.058941722,0.063940757,0.06559193,0.060878377,0.056135671,0.053996595,0.047295636,0.08716329,0.095738417,0.108131699,0.065854137,0.035202726,0.060525765,0.195909916,0.23179027,0.180526548,0.09343723,0.163718714,0.308198509,0.170357372,0.042101721,0.041725403,8.351901957,0.881682171,7.977279923,3.906890596
565,17.68894518,15.40252613,17.01930742,0.508845699,0.235050021,0.146797904,0.159089594,0.112417692,0.108167713,0.108324933,0.079399628,0.038724819,0.012027685,0.630228338,0.251179286,0.025384738,0.019075932,0.473510868,0.105409891,0.378867655,0.378758274,0.162400737,0.07997334,0.085751776,0.082552654,0.08885782,0.042154574,0.033216374,0.011140143,0.068440891,0.080262858,0.017793031,0.141925739,0.041828282,0.016370852,0.040974215,0.088636423,0.241301518,0.114073464,0.052139428,0.085113158,0.114154486,0.20631288,0.033660394,0.026186322,0.071961504,0.042607135,0.031682302,0.122679605,0.112651319,0.006627717,0.095619842,0.059247236,0.076609255,0.07878219,0.055607189,0.052501388,0.059854422,0.064661406,0.059151852,0.052494804,0.056479802,0.050096085,0.085809166,0.104854273,0.118856271,0.068182685,0.037029668,0.055638802,0.231999942,0.248892715,0.159111996,0.098281595,0.136205573,0.255089957,0.226826538,0.127851946,0.046973992,4.703163589,0.79445295,9.055282436,4.392317423
570,19.14757497,15.50783133,17.6667628,0.498406008,0.292605602,0.105002874,0.146960705,0.123694475,0.113941377,0.102070647,0.067583394,0.033103591,0.015037339,0.666293905,0.037468156,0.011256239,0.07614561,0.454238913,0.091942904,0.513295898,0.309329042,0.118133131,0.059241927,0.097408799,0.092675839,0.103158819,0.056212146,0.029632475,0.126033763,0.058239415,0.08310157,0.033366776,0.107209893,0.048351136,0.011948159,0.040396467,0.075173565,0.227173018,0.084660431,0.047442513,0.056903292,0.105838513,0.168245404,0.043079956,0.025000168,0.053858455,0.041761408,0.026163752,0.098177549,0.106840636,0.100984746,0.078280986,0.05872884,0.093039581,0.068775508,0.065306415,0.0555557,0.059952259,0.05433344,0.054940318,0.047869035,0.050216385,0.039723247,0.077760378,0.100162757,0.115000705,0.073414628,0.048698927,0.088290302,0.227501327,0.336046026,0.213225931,0.12540673,0.219549561,0.335871126,0.293258837,0.024579494,0.02671793,11.20407042,0.81204167,8.558420713,4.247927513
573,18.40811136,15.56404109,17.19143005,0.48861747,0.217462219,0.105858611,0.14100173,0.119072639,0.127127277,0.127452683,0.096765759,0.047761892,0.017497186,0.697866578,0.219186223,0.002705067,0.033802971,0.460445167,0.127422189,0.396445194,0.317361077,0.182117719,0.104076003,0.071571125,0.070444609,0.072971876,0.058970449,0.037927563,0.009972028,0.064764295,0.057614451,0.022970874,0.130548712,0.057979385,0.015074556,0.084093197,0.115729778,0.228696872,0.103498829,0.049005888,0.060051138,0.14545353,0.21607251,0.02871535,0.026145495,0.065090408,0.040553329,0.028580971,0.115903615,0.131399542,0.005439733,0.082641502,0.037992516,0.076011506,0.076459105,0.046707286,0.048915008,0.052502109,0.053426566,0.053570929,0.051883362,0.049847829,0.042163165,0.082410057,0.103522423,0.123162774,0.076669323,0.047899397,0.090860673,0.226534343,0.222701392,0.154991638,0.093011964,0.127122641,0.258074569,0.181873442,0.071003367,0.049029031,7.199687125,0.818743659,10.19844504,5.554588852
575,16.44961078,15.64255259,17.68618424,0.496873358,0.227281423,0.087453859,0.128211538,0.119982304,0.12172591,0.140551845,0.102168353,0.051179217,0.021445543,0.930296046,0.006134207,0.00905843,0.00911799,0.53054144,0.135792663,0.392182531,0.339531753,0.175897045,0.092388664,0.068774639,0.071053182,0.066101986,0.082606501,0.039251757,0.06009405,0.107742338,0.048008766,0.026126753,0.117297367,0.052835977,0.014354951,0.054460767,0.092933986,0.225206133,0.104159065,0.050223833,0.046556014,0.150321138,0.190037114,0.039063517,0.019174881,0.054193934,0.0487841,0.026794566,0.101203746,0.112450535,0.008493895,0.133436404,0.047661051,0.068385128,0.061194116,0.05066492,0.055227131,0.053240577,0.045030167,0.048481842,0.050596199,0.047919413,0.042752523,0.084237115,0.10950191,0.140333044,0.086175015,0.049604287,0.075041731,0.206495945,0.194428948,0.145567203,0.079177138,0.139122664,0.244534782,0.411334479,0.045088663,0.050545712,7.889801502,0.900132355,5.209453366,2
578,20.32276422,15.96385292,17.62397012,0.491720267,0.239175759,0.091570076,0.13859792,0.134307055,0.137459687,0.123425376,0.078620759,0.039520611,0.017322757,0.673359492,0.15367793,0.003033939,0.054175233,0.478926839,0.089975295,0.378551597,0.282025387,0.209990682,0.129432336,0.065201596,0.066009062,0.064345323,0.039649418,0.028476105,0.006091531,0.056068648,0.118865502,0.030492126,0.109007478,0.07107481,0.019623385,0.071098044,0.123051931,0.220807369,0.093741343,0.046137792,0.033940032,0.155667296,0.213967647,0.029443323,0.023286573,0.055265587,0.035960403,0.028552964,0.105402981,0.119054159,0.001950588,0.071513073,0.064693432,0.095241974,0.056660747,0.034381791,0.039420906,0.041736522,0.038634266,0.040802051,0.037735608,0.040324971,0.034659823,0.072863426,0.097614552,0.129112242,0.101493629,0.070314733,0.164244739,0.188745956,0.173336369,0.106126241,0.088401908,0.084873536,0.248224482,0.154766207,0.02366684,0.028850752,8.535740355,0.842949396,9.321928095,5.285402219
580,20.68757514,15.89076059,17.30367134,0.497181772,0.266339254,0.09120562,0.149529811,0.141431614,0.12968529,0.113421952,0.067432608,0.029997065,0.010956803,0.66362021,0.173597122,0.004046957,0.071969516,0.500711078,0.098170452,0.397667909,0.283366556,0.204414368,0.11455115,0.057495055,0.056078447,0.059325478,0.049675015,0.037908086,0.035551301,0.095289055,0.099011384,0.033141374,0.105845004,0.059938441,0.012805923,0.058038904,0.123382959,0.206609068,0.085776725,0.054411533,0.030198332,0.159247845,0.221162591,0.025574046,0.020890966,0.053609712,0.040505155,0.025297701,0.108799785,0.106280119,0.001834069,0.107682473,0.055886209,0.073229336,0.056647332,0.037326508,0.041557432,0.044310745,0.044670319,0.044352686,0.039457754,0.042761529,0.035211791,0.075417932,0.094593399,0.120875879,0.09098429,0.064409756,0.16742266,0.194768777,0.205276622,0.1211325,0.100644369,0.125900648,0.184258316,0.177856338,0.033959679,0.024455382,7.788360353,0.765472915,10.56890615,5.781359714
581,16.64123415,15.20796888,16.61514031,0.485579178,0.205415505,0.091263089,0.121354032,0.120675673,0.128760441,0.145123911,0.108656587,0.055809872,0.022940885,0.911149854,0.052229117,0.001708694,0.009941878,0.471988044,0.147795339,0.513936458,0.264310398,0.12795398,0.093799168,0.068411599,0.07981653,0.056118371,0.049113786,0.044345657,0.024034514,0.046249712,0.066015997,0.024722585,0.124388807,0.054577985,0.018650426,0.047354773,0.087634715,0.298426059,0.093919429,0.041793424,0.072231576,0.116855423,0.239826055,0.049987451,0.021314266,0.062628339,0.040085691,0.023395881,0.11310389,0.130830982,0.002322181,0.078516544,0.047085051,0.074048244,0.106974937,0.074169925,0.069700797,0.066650198,0.060810432,0.056859821,0.053186291,0.046909828,0.041403616,0.075526087,0.095742786,0.099485385,0.061749194,0.034226695,0.056604013,0.20979529,0.286159824,0.211772585,0.096551584,0.19408937,0.328932966,0.490722977,0.038264518,0.043699892,5.618430112,0.85268116,6.768184325,3.584962501
583,18.52519945,15.49746074,16.91224796,0.489768103,0.233369657,0.121335368,0.150812319,0.123956178,0.122636853,0.119393022,0.075181905,0.037071678,0.016243034,0.740234525,0.171303176,0.00223613,0.034290999,0.420738093,0.125908986,0.415871205,0.279934499,0.190938414,0.113255896,0.063962912,0.065298004,0.062638575,0.044900923,0.037444262,0.005646538,0.057420295,0.127149881,0.026839322,0.118376402,0.060637808,0.017211356,0.058307648,0.102001851,0.241296711,0.099080065,0.04636495,0.039667173,0.138596673,0.220580111,0.027345082,0.019934332,0.064068436,0.037471318,0.024904764,0.097123581,0.12376645,0.002047682,0.076027704,0.074862972,0.093270899,0.081260923,0.049773659,0.054841086,0.053897765,0.054947433,0.054810248,0.049868805,0.052595696,0.043727003,0.083686532,0.102277181,0.117384212,0.076148626,0.04662199,0.078158836,0.204997921,0.237747416,0.170896306,0.080834577,0.14313358,0.315908132,0.187003752,0.040861375,0.030897009,5.908515661,0.857583261,9.030667136,5.807354922
585,15.11292739,15.41380597,16.74554547,0.514238946,0.186028496,0.112025017,0.107366567,0.105454432,0.12781432,0.156145249,0.115752412,0.061840204,0.027573298,0.90583867,0.019129928,0.033301343,0.008889055,0.492306188,0.1242692,0.412400805,0.332701174,0.169676474,0.085221554,0.058611614,0.067243209,0.048799057,0.040931088,0.030702855,0.029996978,0.063501367,0.1168245,0.016142552,0.130822235,0.041363387,0.016361104,0.043198322,0.058496499,0.263199958,0.116033568,0.047645478,0.056414054,0.102893971,0.211994012,0.043818566,0.027250134,0.07242335,0.045618837,0.025684458,0.09917716,0.111810062,0.009209745,0.0966431,0.077189093,0.076287512,0.075532958,0.063266972,0.056561815,0.06126932,0.05590037,0.057517098,0.053220918,0.054049117,0.047096447,0.09340231,0.100543844,0.124130001,0.070593953,0.034799724,0.052115151,0.165636763,0.189759881,0.164824666,0.083250851,0.14234887,0.439426617,0.299430928,0.048212823,0.059069415,6.110989349,0.9112549,6.129283017,1.584962501
586,16.540682,15.2548404,16.67239191,0.475837528,0.24484337,0.101135187,0.13790239,0.121674808,0.12263223,0.12689192,0.08441222,0.042795345,0.017712525,0.437207222,0.538457887,0.001643098,0.008218661,0.40798385,0.111776151,0.422889536,0.32450562,0.153519385,0.099085446,0.09222884,0.09067927,0.094095188,0.059621093,0.026536057,0.020091841,0.058125409,0.098964217,0.022719632,0.126816291,0.061408349,0.015095567,0.050643354,0.070717708,0.269013833,0.091802751,0.052402521,0.06219852,0.113251407,0.211567423,0.031496403,0.025817935,0.059840564,0.04221889,0.025353297,0.115482035,0.112727728,0.005854913,0.088421276,0.073545714,0.094422411,0.111857816,0.069812687,0.068220419,0.064918952,0.059372154,0.051744268,0.050848115,0.046591454,0.042369206,0.074341109,0.088661311,0.109146525,0.066285973,0.038340977,0.057489025,0.22251564,0.339804961,0.211889326,0.134622009,0.108719443,0.338391695,0.341861608,0.044610367,0.03286912,4.52791438,0.837458753,8.948367232,5.209453366
589,17.43679306,15.7043327,17.10301569,0.500428733,0.241710313,0.109216996,0.142913555,0.123567622,0.12243971,0.121559555,0.080495115,0.040485687,0.017611452,0.803275853,0.10145966,0.006454229,0.026752424,0.498626577,0.119402551,0.361882926,0.31582349,0.202207604,0.120085981,0.049422811,0.051028581,0.047536916,0.044649146,0.033722449,0.012170321,0.062117619,0.109551204,0.024940384,0.116630884,0.05007798,0.020347937,0.065476419,0.101909922,0.238083033,0.090892674,0.045307958,0.062493663,0.140910846,0.231179681,0.029615772,0.023041789,0.058183253,0.036096023,0.027815811,0.097627549,0.122986463,0.004170086,0.083140264,0.0664143,0.078818166,0.05904988,0.042967531,0.045330974,0.047369882,0.048661102,0.05055634,0.048687677,0.050083965,0.042736006,0.082478765,0.110820786,0.130793661,0.089697435,0.054615942,0.096150054,0.181916002,0.170138085,0.124941991,0.075141049,0.107257299,0.249013696,0.18244807,0.062884151,0.041497786,6.95061483,0.881518582,7.21916852,2.807354922
590,17.98945377,15.93365768,17.76914536,0.488178698,0.227859491,0.098908315,0.15784974,0.125548384,0.130331673,0.125049989,0.079683295,0.038882646,0.015886461,0.587172066,0.30133422,0.003016454,0.04585833,0.480843015,0.114606425,0.324580346,0.360156539,0.199041119,0.116222007,0.057474631,0.060297174,0.054672234,0.018918869,0.016042431,0.004001744,0.065521207,0.079261914,0.020530264,0.113738639,0.045184686,0.017756152,0.06732222,0.118636,0.226606956,0.098206408,0.047263833,0.095969987,0.150338475,0.232869355,0.027851696,0.026413245,0.058216349,0.031972149,0.028982947,0.105324102,0.128084554,0.001846832,0.097601074,0.044816711,0.065682499,0.046838693,0.031548467,0.032922229,0.038513153,0.038856781,0.041122013,0.040427453,0.047750525,0.039240977,0.082794288,0.111557766,0.148832247,0.108174177,0.068635612,0.12278563,0.218395411,0.159719099,0.091226157,0.065091319,0.070703634,0.157933201,0.098137382,0.122625915,0.046857876,5.117666787,0.779095775,8.6794801,3.584962501
593,20.84934577,15.67064436,17.72446345,0.49983236,0.233415747,0.084147663,0.146721325,0.137744863,0.133563385,0.118681801,0.090568686,0.042130383,0.013026144,0.613835226,0.111865989,0.007976956,0.093548968,0.440785327,0.140400802,0.431811141,0.333568756,0.155697984,0.078922153,0.073068574,0.072765881,0.073473613,0.057988021,0.053083841,0.006583883,0.06536648,0.034143628,0.017775214,0.11852792,0.056976859,0.015779777,0.05923144,0.114406281,0.150655295,0.27755396,0.046476288,0.036522947,0.117855191,0.159998228,0.02239349,0.032241505,0.109253953,0.063389548,0.056535511,0.123762272,0.122806289,0.001416107,0.080576737,0.03040884,0.079362324,0.065559491,0.039722098,0.043961118,0.049584127,0.050683807,0.05356948,0.049675515,0.048418468,0.044094832,0.083117135,0.107291853,0.13191187,0.085535702,0.050725345,0.09614916,0.229262739,0.202261407,0.132043482,0.089820012,0.116943847,0.245504275,0.248509659,0.047685699,0.042684545,7.553018215,0.770954593,9.335390355,4.64385619
595,18.40143578,15.81561804,17.29369495,0.493930143,0.22194836,0.089280555,0.124173131,0.118468281,0.136568287,0.135918723,0.096354524,0.053297071,0.023991065,0.877988835,0.045239477,0.002522394,0.019560539,0.521581074,0.098779091,0.503207274,0.239480697,0.164638278,0.092673747,0.050239398,0.051844845,0.048478855,0.064770892,0.056011354,0.016580713,0.065654902,0.153537462,0.031138458,0.121564343,0.058114863,0.012780299,0.054356298,0.088071061,0.227514936,0.07727754,0.048799331,0.044609796,0.136684355,0.203183578,0.031719092,0.017146509,0.055716544,0.033722847,0.024524637,0.096819703,0.12030573,0.006049865,0.086787278,0.086557819,0.100782043,0.044299114,0.037849013,0.041905254,0.046777848,0.046783028,0.046099638,0.042504783,0.045946949,0.041546693,0.087109325,0.112835905,0.146337859,0.098701191,0.060885658,0.100417737,0.176308221,0.151860417,0.09616314,0.066742529,0.086492852,0.263060304,0.138390618,0.038652648,0.044965521,7.044969804,0.903045957,8.262094845,4.754887502
596,17.25546189,15.46289716,17.12876808,0.489863461,0.211856793,0.141948615,0.139977084,0.126150228,0.123851896,0.119361773,0.081928264,0.038329327,0.016596013,0.836458109,0.091363656,0.002823736,0.024123297,0.443143303,0.127586452,0.374662259,0.282695347,0.194493012,0.148149409,0.064079478,0.065442309,0.062670065,0.034141622,0.021113039,0.017617129,0.05127685,0.105357464,0.022364086,0.126170794,0.035831739,0.017172696,0.045793808,0.097334348,0.28134326,0.105906758,0.051473688,0.042357375,0.129052347,0.258901262,0.030611475,0.018110432,0.068095773,0.036437144,0.03195186,0.102777592,0.113587964,0.007908462,0.063521926,0.069846266,0.069197488,0.090630497,0.062180216,0.058656928,0.054381687,0.054842747,0.052307046,0.04622102,0.047683626,0.040185376,0.075995828,0.095516286,0.116015569,0.073133677,0.047221978,0.085027515,0.190417399,0.232641801,0.206085051,0.091146028,0.172954353,0.313076226,0.30777083,0.039643228,0.032415059,8.687410213,0.865240114,7.62935662,3.700439718
598,17.25562474,15.39139487,16.94479007,0.483977433,0.226476467,0.097995318,0.135130243,0.119199692,0.124237217,0.129999568,0.0971622,0.049089996,0.020709288,0.705365239,0.234767831,0.004171133,0.014381986,0.464646333,0.136420156,0.418704415,0.307713313,0.170026079,0.103556193,0.058370056,0.060792632,0.055743718,0.062534868,0.03334411,0.014372239,0.059242717,0.097732083,0.022980382,0.123084229,0.04979979,0.022469683,0.059027406,0.088241403,0.268790915,0.08752082,0.052725332,0.054013,0.132781637,0.23291296,0.035523599,0.020032153,0.056788946,0.039651194,0.025252019,0.111348113,0.115183326,0.004974678,0.080233874,0.068768467,0.076549026,0.084822498,0.059949645,0.05704906,0.062625124,0.06107894,0.0582468,0.053467879,0.05159989,0.042593363,0.081369971,0.094503918,0.104355838,0.070594159,0.03936734,0.07837558,0.198953833,0.252300257,0.170372482,0.101196052,0.134994147,0.293125668,0.315251675,0.050809535,0.045006697,8.122534823,0.842563276,8.980139578,3.906890596
