VA Station Number,HCS,Address,City,State,County FIPS,totpop-log,medhhincome-log,medhvalue-log,male,age_under18,age_18_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75_84,age_85pl,race_white,race_black,race_nativeam,race_asian,married,divorced,educ_lesshs,educ_somecoll,educ_college,educ_collpl,urate_all,urate_male,urate_female,HSdropout_male,HSdropout_female,ind_agmining,ind_const,ind_manuf,ind_wholesale,ind_retail,ind_transport,ind_info,ind_FIRE,ind_pro,ind_educhealth,ind_artentertain,ind_otherserve,ind_public,occ_mgmtbiz,occ_pro,occ_healthsupp,occ_protective,occ_food,occ_building,occ_personalcare,occ_sales,occ_officeadmin,occ_farming,occ_constextract,occ_production,occ_transport,income_less10k,income_10k15,income_15k20,income_20k25,income_25k30,income_30k35,income_35k40,income_40k45,income_45k50,income_50k60,income_60k75,income_75k100,income_100k125,income_125k150,income_150kpl,rent_share_income,poverty_under18,poverty_18_64,poverty_65pl,poverty_white,poverty_black,poverty_nativeA,vetshare_18_64,vetshare_65pl,Num-Services,Avg-Satisfaction,Log-Cases,Log-Deaths,Cases,Active,Convalescent,Deaths,vetpop,vetpop-adj
vha_459QA,459,628-B Seventh Street,Lanai City,HI,15009,17.33457009,16.12184129,19.08046258,0.49876878,0.22093889,0.069929391,0.12873833,0.13262263,0.13594425,0.14326511,0.10405309,0.043416969000000014,0.021091353,0.35519511,0.005856691999999999,0.001427871,0.29156408,0.49867558,0.10874259,0.39812809,0.33620292,0.17958125,0.086087741,0.044380985,0.04723797,0.04138606,0.10469089,0.019163763,0.021703156,0.078848056,0.024215151,0.019917378,0.11503983,0.049989879,0.012488541,0.070788242,0.10615855,0.17010131,0.22811529,0.043430123,0.059204496,0.1227901,0.17328,0.024310391,0.033763111,0.10356322,0.089479387,0.036156055,0.1140636,0.10727764,0.009440813,0.092824742,0.031132065,0.061918877,0.04532557,0.02968272,0.031764749,0.036278881,0.02946162,0.037255406,0.030954048,0.038582008,0.032980800000000005,0.07126800700000001,0.10312489,0.15198806,0.10618344,0.080167301,0.1749825,0.21878445,0.11732873,0.095190912,0.079474047,0.10429681,0.43522727,0.22457626,0.03389078,0.037427075,6.279860506,0.8555922220000001,7.033423002,2.0,130.0,17.0,110.0,3.0,4462,1487
vha_459QB,459,280 Home Olu Place,Kaunakakai,HI,15009,17.33457009,16.12184129,19.08046258,0.49876878,0.22093889,0.069929391,0.12873833,0.13262263,0.13594425,0.14326511,0.10405309,0.043416969000000014,0.021091353,0.35519511,0.005856691999999999,0.001427871,0.29156408,0.49867558,0.10874259,0.39812809,0.33620292,0.17958125,0.086087741,0.044380985,0.04723797,0.04138606,0.10469089,0.019163763,0.021703156,0.078848056,0.024215151,0.019917378,0.11503983,0.049989879,0.012488541,0.070788242,0.10615855,0.17010131,0.22811529,0.043430123,0.059204496,0.1227901,0.17328,0.024310391,0.033763111,0.10356322,0.089479387,0.036156055,0.1140636,0.10727764,0.009440813,0.092824742,0.031132065,0.061918877,0.04532557,0.02968272,0.031764749,0.036278881,0.02946162,0.037255406,0.030954048,0.038582008,0.032980800000000005,0.07126800700000001,0.10312489,0.15198806,0.10618344,0.080167301,0.1749825,0.21878445,0.11732873,0.095190912,0.079474047,0.10429681,0.43522727,0.22457626,0.03389078,0.037427075,3.0,0.8555922220000001,7.033423002,2.0,130.0,17.0,110.0,3.0,4462,1487
vha_460,460,1601 Kirkwood Highway,Wilmington,DE,10003,19.08247653,16.00253184,17.84437201,0.48433438,0.21829724,0.09634088,0.14435279,0.12364785,0.13893968,0.13171798,0.085350715,0.042755518,0.018597346,0.64522016,0.2496843,0.002583165,0.055109315,0.45000812,0.10770082,0.39128754,0.24964583,0.20809951,0.15096711,0.063091569,0.065905198,0.060224757,0.038010202,0.023496484,0.005904665,0.0553886,0.080229037,0.019274956,0.11004413,0.053211275,0.016014442,0.12165651,0.11315511,0.25461176,0.086779244,0.040431816,0.043298442,0.17522156,0.26511908,0.025106678,0.023713483,0.052966923,0.034301031,0.029202377,0.093679562,0.12667128,0.002979686,0.07038185,0.035592109,0.065064371,0.059027251,0.032704618,0.030556032,0.041038975,0.038139854,0.043501507,0.038100611,0.037629686,0.036256164,0.07198254,0.096691273,0.14132594,0.099247016,0.070491284,0.16330725,0.19285594,0.15602414,0.11053304,0.067727223,0.08430317,0.18447365,0.1274159,0.035639212,0.035535372999999995,17.0,0.872500002,7.988684687,4.2479275130000005,253.0,14.0,221.0,18.0,15457,7728
vha_460GA,460,21748 Roth Avenue,Georgetown,DE,10005,17.74413087,15.78012615,17.81227272,0.4847818,0.18962832,0.065837659,0.10393095,0.096793294,0.12312107,0.1600164,0.16153777,0.074974947,0.024159607000000003,0.82336706,0.12294798,0.003999271,0.011938599,0.55285501,0.10971661,0.45117617,0.28415161,0.1506225,0.11404974,0.049474165,0.051657900000000014,0.047083326,0.060438294,0.035444949,0.020928396,0.098889492,0.097853839,0.022979194,0.1392287,0.039611168,0.010961517,0.053977009000000006,0.077448398,0.22753607,0.098530605,0.053320754000000005,0.05873486400000001,0.13862371,0.19727653,0.032935821000000004,0.019605631,0.055279266,0.046204485,0.030505624,0.12257621,0.10689786,0.008008366999999999,0.10671329,0.060488295,0.074884899,0.048240364,0.03717339,0.038225256,0.045297377,0.04754658,0.047994182,0.048475355,0.046561852,0.046617802,0.087069884,0.1115985,0.13759302,0.092922285,0.052324735,0.11235943,0.20074606,0.20451044,0.11516026,0.057286289,0.093502633,0.23154105,0.29655173,0.034534164,0.069900878,7.0,0.8300000129999999,7.988684687,4.2479275130000005,253.0,14.0,221.0,18.0,8168,8168
vha_460GC,460,1198 South Governors Avenue,Dover,DE,10001,17.41553548,15.7300013,17.593644,0.48203889,0.23229913,0.10384277,0.13388476,0.11638695,0.12751828,0.12326824,0.096217871,0.050508518,0.016073491000000002,0.66330326,0.25335485,0.0065380790000000005,0.020071844,0.47694862,0.12058634,0.46029106,0.30398855,0.14647113,0.08924924599999999,0.058923438,0.059876543,0.057969291,0.074671835,0.030701755,0.011636565,0.065200105,0.083172418,0.018388802,0.14011839,0.046470538,0.011358904,0.054876126,0.068216525,0.25099391,0.10999205,0.040475558,0.09910012,0.13270986,0.20103997,0.032410737,0.034846592999999995,0.074665859,0.033319451,0.033332072000000004,0.10047581,0.11304633,0.005351306,0.089609131,0.058485731,0.090707153,0.055108838,0.043070726,0.044077776,0.046510186,0.051762335,0.057107445,0.04657216,0.048741188,0.035912927000000004,0.080827333,0.1132853,0.14572778,0.089472458,0.052738398,0.089085132,0.21846023,0.20479468,0.12521996,0.075771749,0.1049624,0.17818999,0.29506725,0.07932086299999999,0.051071677,6.0,0.724999994,7.988684687,4.2479275130000005,253.0,14.0,221.0,18.0,9842,9842
vha_460GD,460,1 Munro Avenue,Cape May,NJ,34009,16.51585381,15.84586349,18.06522408,0.48907742,0.17729044,0.07700762900000001,0.10280135,0.093207404,0.13143376,0.16670401,0.14355691,0.075908437,0.032090072000000004,0.91276878,0.046507657,0.000277467,0.009711328,0.54575282,0.095659874,0.41379014,0.27165264,0.20617951,0.1083777,0.077412769,0.080289498,0.07424496900000001,0.030551756,0.075520836,0.007236795,0.08513452099999999,0.032697807999999995,0.023994422,0.11761595,0.039093118,0.012117424,0.072920926,0.074339435,0.25388888,0.16286394,0.038660351,0.07943644400000001,0.1350708,0.21371384,0.023128891,0.040487584,0.08333133200000001,0.042098429000000014,0.035414614,0.11564446,0.12220807,0.005072969,0.10025726,0.030245474,0.053326283,0.054856654000000005,0.040848035,0.043203689,0.04152466,0.047514033,0.038066361,0.038066361,0.049092822,0.033831194,0.08372594400000001,0.10911187,0.12943564,0.091168806,0.06280072,0.13675320000000002,0.20951484,0.16513024,0.10953169,0.075229198,0.10255429,0.1893903,0.0,0.027108632,0.06193633,5.0,0.969999999,7.988684687,4.2479275130000005,253.0,14.0,221.0,18.0,2911,2911
vha_460HE,460,1909 New Road,Northfield,NJ,34001,18.03477747,15.75949612,17.6230195,0.48419783,0.21664637,0.093014419,0.11860102,0.11412495,0.14304067,0.14528988,0.097576141,0.051661026,0.020045506,0.66624957,0.15014206,0.003608414,0.080312356,0.45217994,0.11134311,0.45211804,0.27419990000000005,0.18313977,0.090542279,0.095661186,0.099917516,0.09127333,0.034698218,0.017749652,0.004355195,0.061537739,0.044697646,0.019021612,0.11573834,0.040075649,0.013136212,0.048056249,0.086774327,0.23588681,0.22944427,0.044572093,0.056703862,0.11898708,0.19756109,0.030376509,0.036552254,0.10176248,0.058767676,0.06354662,0.10764004,0.10928795,0.002369854,0.07921747900000001,0.033405527000000004,0.060525447,0.058353525,0.047640026,0.053407293,0.048511125,0.047660053,0.042653743,0.047640026,0.040731322,0.03922943,0.074243546,0.093858264,0.12077218,0.09543024,0.061447423,0.12842181,0.21884012,0.22622162,0.12896444,0.084451891,0.0905497,0.27160683,0.42604166,0.023841368,0.037858702,6.0,0.7699999809999999,7.988684687,4.2479275130000005,253.0,14.0,221.0,18.0,5653,5653
vha_460HG,460,79 West Landis Avenue,Vineland,NJ,34011,17.22694836,15.56967258,17.19714954,0.51295304,0.23795958,0.084654495,0.14513038,0.1325489,0.13383311,0.12033898,0.083415903,0.042574968,0.019543678,0.67209256,0.19278358,0.0074054759999999985,0.01422425,0.39336982,0.10909046,0.60589349,0.24740402,0.10079779,0.04590467,0.072624378,0.081900507,0.062803395,0.065852493,0.12861271,0.042985633,0.062754259,0.12722476,0.038472541,0.11413044,0.057271801,0.009566489,0.029732393,0.078804351,0.25708747,0.069921181,0.040633742,0.07141494799999999,0.089515001,0.17481884,0.051582761,0.03697877,0.050676964000000005,0.046402238,0.026967328,0.080393463,0.11627574,0.03456331,0.094631962,0.081378721,0.11581489999999997,0.08409737800000001,0.04977474,0.059160609,0.058310937,0.048648436,0.047917325,0.050466329,0.040270314,0.039302088,0.074395351,0.10735457,0.12596823,0.08579671400000001,0.052877016,0.075659975,0.23455593,0.26413825,0.15798835,0.098692596,0.14326523,0.28127092,0.2923077,0.024286302000000003,0.031517424,8.0,0.86500001,7.988684687,4.2479275130000005,253.0,14.0,221.0,18.0,3000,3000
vha_460HK,460,1601 Kirkwood Highway,Wilmington,DE,10003,19.08247653,16.00253184,17.84437201,0.48433438,0.21829724,0.09634088,0.14435279,0.12364785,0.13893968,0.13171798,0.085350715,0.042755518,0.018597346,0.64522016,0.2496843,0.002583165,0.055109315,0.45000812,0.10770082,0.39128754,0.24964583,0.20809951,0.15096711,0.063091569,0.065905198,0.060224757,0.038010202,0.023496484,0.005904665,0.0553886,0.080229037,0.019274956,0.11004413,0.053211275,0.016014442,0.12165651,0.11315511,0.25461176,0.086779244,0.040431816,0.043298442,0.17522156,0.26511908,0.025106678,0.023713483,0.052966923,0.034301031,0.029202377,0.093679562,0.12667128,0.002979686,0.07038185,0.035592109,0.065064371,0.059027251,0.032704618,0.030556032,0.041038975,0.038139854,0.043501507,0.038100611,0.037629686,0.036256164,0.07198254,0.096691273,0.14132594,0.099247016,0.070491284,0.16330725,0.19285594,0.15602414,0.11053304,0.067727223,0.08430317,0.18447365,0.1274159,0.035639212,0.035535372999999995,6.279860506,0.8555922220000001,7.988684687,4.2479275130000005,253.0,14.0,221.0,18.0,15457,7728
vha_463,463,1201 North Muldoon Road,Anchorage,AK,2020,18.1757883,16.23276093,18.11963564,0.51042849,0.24719363,0.10442333,0.17413343,0.12806302,0.12617861,0.12041052,0.065846704,0.024882477000000004,0.008868266,0.62990355,0.055516157,0.07387745400000001,0.096061625,0.49001446,0.11892288,0.30011356,0.34717232,0.21915789,0.13355626,0.056425624,0.06362167,0.048357651,0.035454426000000004,0.022066498,0.027776113,0.056291237,0.020226231,0.021224892,0.10999261,0.08722978099999999,0.025439246,0.043308634000000006,0.10684349,0.23917285,0.10872098,0.047110207,0.10666373,0.15879388,0.24638318,0.03510629,0.02005313,0.06358812700000001,0.031837337,0.029660255,0.08852803699999999,0.12914029,0.004314219,0.082642592,0.026477853,0.083474807,0.031711165,0.023384402,0.023769291,0.03072547,0.033504188,0.027449213,0.031166686,0.039343245,0.028951222,0.067515299,0.11359882,0.13897337,0.11769179,0.08610266400000001,0.20611317,0.18818444,0.14018379,0.079951614,0.047491007,0.055250462,0.1893352,0.17634523,0.095244303,0.036134701,8.0,0.796666662,6.539158811,1.0,92.0,12.0,79.0,1.0,19488,9744
vha_463GA,463,4076 Neeley Road,Fort Wainwright,AK,2090,16.60464009,16.12142966,17.74037589,0.54033494,0.24239109,0.13707565,0.18378775,0.12274593,0.11068407,0.1117578,0.06427303,0.021534726,0.005749953,0.75543135,0.045086451,0.072581857,0.030786831,0.52574795,0.10225659,0.27759629,0.39651993,0.20506808,0.12081568,0.070422813,0.076292977,0.063427448,0.006030506999999999,0.025726536,0.03300174,0.079840146,0.016243043999999998,0.015555508,0.12566873,0.072427645,0.023397718,0.030058226,0.067980148,0.27535826,0.076101668,0.047461487,0.13690566,0.10564424,0.25950196,0.031411812000000004,0.02281761,0.045957502,0.033345509,0.025417356,0.08125819299999999,0.13065338,0.00378145,0.13692714,0.030509422,0.092774421,0.031468242,0.028756881,0.022402979,0.026127681,0.029934544,0.048804536,0.033357982,0.041163422000000005,0.04447731,0.08008106799999999,0.099033222,0.1589023,0.11628735,0.073590226,0.16561225,0.20172514,0.1040284,0.077732936,0.045684721,0.066747323,0.11373337,0.14298284,0.13092877,0.036763109,3.0,0.7800000009999999,6.539158811,1.0,92.0,12.0,79.0,1.0,9026,9026
vha_463GB,463,240 Hospital Place,Soldotna,AK,2122,15.829252,15.91213617,17.75853839,0.52068019,0.22808313,0.08010993200000001,0.12473377,0.11818963,0.13064238,0.16207489,0.10712814,0.036001373,0.013036757,0.83285815,0.006355205,0.077172793,0.015218138,0.51055765,0.13281234,0.39454278,0.3726196,0.14516971,0.087667897,0.078442685,0.09228833,0.061916813,0.057525083,0.009622502,0.098810829,0.083124705,0.036496636,0.012361133,0.10812079,0.067829758,0.016937881999999998,0.030433422,0.053043343,0.24953058,0.1101549,0.048075419,0.085080579,0.12932248,0.2041934,0.058206853,0.0248005,0.065521829,0.03344547,0.024057267,0.08003442,0.10718197,0.021436395,0.12642778,0.0480363,0.077335313,0.04930776,0.045122121,0.044616163,0.046593994000000014,0.037440781,0.0407065,0.039648589,0.0395106,0.029897429,0.071983807,0.10597488,0.12998483,0.11705993,0.064440459,0.13771215,0.17887349,0.15595491,0.12252976,0.056730445,0.10569242,0.21942446,0.23891203,0.056226425,0.057007656,3.0,0.8949999809999999,6.539158811,1.0,92.0,12.0,79.0,1.0,2534,1267
vha_463GC,463,865 North Seward Meridian Parkway,Wasilla,AK,2170,16.65878329,16.098987599999994,17.77766296,0.52107012,0.27161139,0.086416528,0.14160481,0.13241321,0.12904005,0.13230689,0.073339522,0.025351813,0.007915796999999999,0.83050144,0.010834686,0.056908682,0.013888889,0.49079755,0.12554821,0.39820239,0.38992187,0.13711025,0.07476551099999999,0.095422417,0.091709904,0.10021692,0.048332199000000006,0.042270057,0.051279068,0.12425581,0.02244186,0.020744186,0.12490698,0.068186045,0.02555814,0.028883722,0.073348835,0.23209302,0.084232561,0.048511628,0.095558137,0.12874418,0.20062791,0.037372094,0.029465117,0.048418604,0.029023256,0.032534882,0.083558142,0.11476744,0.006186046999999999,0.17055814,0.039465114,0.07927907299999999,0.055312671,0.030409016,0.041581657,0.033938922,0.034942843,0.033096928,0.033938922,0.039088052000000005,0.032093007,0.062502027,0.09796302,0.13815214,0.12296382,0.08555976300000001,0.15845720000000002,0.1757987,0.11624854,0.10276441,0.07454778299999999,0.097933523,0.17314816,0.14557081,0.097539447,0.043113131,4.0,0.799999982,6.539158811,1.0,92.0,12.0,79.0,1.0,6750,6750
vha_463GD,463,4300 Bartlett Street,Homer,AK,2122,15.829252,15.91213617,17.75853839,0.52068019,0.22808313,0.08010993200000001,0.12473377,0.11818963,0.13064238,0.16207489,0.10712814,0.036001373,0.013036757,0.83285815,0.006355205,0.077172793,0.015218138,0.51055765,0.13281234,0.39454278,0.3726196,0.14516971,0.087667897,0.078442685,0.09228833,0.061916813,0.057525083,0.009622502,0.098810829,0.083124705,0.036496636,0.012361133,0.10812079,0.067829758,0.016937881999999998,0.030433422,0.053043343,0.24953058,0.1101549,0.048075419,0.085080579,0.12932248,0.2041934,0.058206853,0.0248005,0.065521829,0.03344547,0.024057267,0.08003442,0.10718197,0.021436395,0.12642778,0.0480363,0.077335313,0.04930776,0.045122121,0.044616163,0.046593994000000014,0.037440781,0.0407065,0.039648589,0.0395106,0.029897429,0.071983807,0.10597488,0.12998483,0.11705993,0.064440459,0.13771215,0.17887349,0.15595491,0.12252976,0.056730445,0.10569242,0.21942446,0.23891203,0.056226425,0.057007656,6.279860506,0.8555922220000001,6.539158811,1.0,92.0,12.0,79.0,1.0,2534,1267
vha_463GE,463,709 West 9th Street,Juneau,AK,2110,14.98063051,16.31578109,18.27911332,0.51088774,0.21596041,0.088741109,0.1499536,0.13516857,0.14243737,0.14781937,0.083482832,0.023693165,0.012743582,0.68611199,0.010052583,0.10924838,0.07157439,0.49736723,0.11956522,0.24298234,0.36202678,0.25512701,0.13986388,0.057529248,0.06694819,0.047282912,0.0,0.087837838,0.045040429000000014,0.064798996,0.026249858,0.012697871,0.07795239999999999,0.082735449,0.024086095,0.039574079,0.067532174,0.21717344,0.07664275200000001,0.037865847,0.22765061,0.20988499,0.24165812,0.022491744,0.025167976,0.044926547,0.027047032,0.025623506,0.054492655999999993,0.14104316,0.010704931,0.097654022,0.026990091,0.072315224,0.031547002000000005,0.028192636,0.015334238,0.026675185,0.017171152,0.01549397,0.040012777,0.028991295,0.021963103,0.06820541599999999,0.11452759,0.15629742,0.13034102,0.10518329,0.2000639,0.16677813,0.11456197,0.07690125,0.027683469,0.047725305,0.24437299,0.22384501,0.058471125,0.037942328,4.0,1.0,6.539158811,1.0,92.0,12.0,79.0,1.0,1403,1403
vha_463QA,463,5955 Zeamer Avenue,Joint Base Elmendorf-Richardson,AK,2020,18.1757883,16.23276093,18.11963564,0.51042849,0.24719363,0.10442333,0.17413343,0.12806302,0.12617861,0.12041052,0.065846704,0.024882477000000004,0.008868266,0.62990355,0.055516157,0.07387745400000001,0.096061625,0.49001446,0.11892288,0.30011356,0.34717232,0.21915789,0.13355626,0.056425624,0.06362167,0.048357651,0.035454426000000004,0.022066498,0.027776113,0.056291237,0.020226231,0.021224892,0.10999261,0.08722978099999999,0.025439246,0.043308634000000006,0.10684349,0.23917285,0.10872098,0.047110207,0.10666373,0.15879388,0.24638318,0.03510629,0.02005313,0.06358812700000001,0.031837337,0.029660255,0.08852803699999999,0.12914029,0.004314219,0.082642592,0.026477853,0.083474807,0.031711165,0.023384402,0.023769291,0.03072547,0.033504188,0.027449213,0.031166686,0.039343245,0.028951222,0.067515299,0.11359882,0.13897337,0.11769179,0.08610266400000001,0.20611317,0.18818444,0.14018379,0.079951614,0.047491007,0.055250462,0.1893352,0.17634523,0.095244303,0.036134701,6.279860506,0.8555922220000001,6.539158811,1.0,92.0,12.0,79.0,1.0,19488,9744
vha_501,501,"1501 San Pedro Drive, Southeast",Albuquerque,NM,35001,19.37027234,15.54337515,17.45499415,0.49029794,0.22366945,0.093011282,0.15032493,0.12635681,0.12528849,0.12905273,0.090215027,0.044914208,0.017167091000000002,0.73996449,0.02841999,0.048498433,0.02587311,0.42945969,0.13748978,0.34446532,0.31616569,0.18523581,0.1541332,0.06292402700000001,0.065389857,0.06028707,0.068172723,0.056634206,0.009264166,0.06453189299999999,0.042849936,0.021634365,0.11140476,0.033173326,0.020409716,0.053770229,0.14872475,0.26077038,0.11402538,0.055223309000000005,0.06421779799999999,0.14337565,0.26584664,0.038379658,0.024562728,0.066530667,0.039204549,0.030660579,0.1026736,0.12402242,0.001894078,0.079754308,0.029746853,0.053348266,0.08268933,0.051897749000000014,0.054476261,0.05757423900000001,0.054807514,0.050576497000000005,0.047154792,0.041335255,0.045566276,0.078447022,0.094177827,0.11702684,0.08235055200000001,0.046006694,0.095913149,0.19913638,0.24765833,0.16563319,0.10152838,0.15267225,0.24304962,0.2515527,0.048240144000000006,0.043828797,16.0,0.75999999,7.483815777,3.906890596,178.0,9.0,155.0,14.0,24924,24924
vha_501G2,501,624 University Avenue,Las Vegas,NM,35047,14.77494145,14.83748266,16.84381116,0.50324607,0.20157665,0.10387386,0.11136477,0.10779767,0.12524077,0.15267175,0.11889134,0.058143683,0.020439466,0.55300707,0.013412285,0.013198259,0.013376613999999998,0.32375163,0.15795028,0.45087567,0.32222280000000003,0.12700939,0.099892147,0.063710846,0.08810739199999999,0.038340542000000005,0.003960396,0.0,0.031397983,0.094091006,0.019765288,0.006279597,0.0950175,0.022956558,0.007000206,0.029544987,0.07710520900000001,0.37173152,0.08482602199999999,0.029956764,0.13032736,0.13547458,0.23718345,0.08667901900000001,0.026765494,0.047869055999999986,0.065472513,0.014721021,0.06794317799999999,0.12641548,0.008029648,0.10860614,0.02470661,0.050133828,0.16932341,0.10467587,0.06234502400000001,0.07279489900000001,0.062522143,0.068898335,0.065356001,0.033475026,0.04667021,0.077134252,0.078374073,0.063407719,0.035157632,0.025947573,0.033917817999999995,0.24902084,0.33195955,0.28742781,0.18996081,0.22022256,0.22872341,0.54863811,0.042219542,0.051556986,1.0,0.875,7.483815777,3.906890596,178.0,9.0,155.0,14.0,997,997
vha_501GA,501,2410 West Main Street,Artesia,NM,35015,15.80971789,15.82973647,17.06522934,0.50470948,0.26458555,0.090917006,0.14170308,0.11661473,0.11819907,0.1264516,0.07799850400000001,0.042951409,0.02057907,0.91009277,0.015512649,0.01512962,0.003917336,0.50883579,0.1304037,0.52396131,0.31654871,0.099600196,0.059889782,0.045149211,0.04731252,0.042278785,0.16991964,0.14438885,0.17079921,0.078191675,0.046515204,0.025794795,0.1200938,0.079652481,0.008034444,0.039941568,0.061853688,0.18067889,0.07892207799999999,0.048706416,0.060815748,0.11601891,0.14677277,0.033675469,0.025295045,0.052166224,0.038173221,0.019797793,0.11874831,0.10944527,0.012647523,0.17349018,0.0640449,0.089724369,0.06273514,0.035553046,0.04161964,0.058549661,0.039691497,0.058032355999999986,0.045711059000000005,0.042419113,0.033013545,0.057138827,0.11883935,0.15114748,0.096313015,0.065180585,0.094055682,0.17243022,0.20756501,0.13770559,0.11755092,0.15445417,0.056844547,0.31753555,0.046644185,0.038996819,2.0,0.849999994,7.483815777,3.906890596,178.0,9.0,155.0,14.0,1908,1908
vha_501GB,501,3605 English Road,Farmington,NM,35045,16.95963976,15.51342705,17.08551516,0.49525714,0.27227649,0.088203676,0.13878624,0.12205092,0.11600957,0.12581696,0.079408422,0.039825819,0.017621906,0.52063084,0.00640226,0.39640656,0.007751755,0.4585059,0.10862769,0.46509629,0.38295916,0.08624708699999999,0.065697461,0.089486346,0.10082573,0.076341793,0.062975027,0.079842135,0.12189545,0.07413467,0.032661829,0.02434361,0.12698101,0.074410625,0.008199953000000001,0.032385871000000004,0.0565915,0.24097216,0.10052826,0.053260271,0.053634785,0.10178979,0.18654892,0.044390127,0.027773397,0.055546794,0.037156034,0.022214776,0.1195695,0.1150753,0.005578333,0.15566112,0.054009303,0.074686587,0.086312421,0.058631241,0.053785875,0.057587981,0.051815275,0.050215606,0.054249547,0.045717996,0.036490936,0.08037743,0.09345296,0.1399592,0.08278852,0.045068856,0.06354615799999999,0.19240046,0.28009805,0.1991349,0.14053991,0.15081707,0.20465687,0.31033096,0.039675772000000005,0.037117787,2.0,0.8950000109999999,7.483815777,3.906890596,178.0,9.0,155.0,14.0,3635,3635
vha_501GC,501,2950 Leslie Road,Silver City,NM,35017,14.77633021,15.09624964,16.83812906,0.49424469,0.20932968,0.077723533,0.10298991,0.10192081,0.10491429,0.14664482,0.14992338,0.076298065,0.030255515,0.93610346,0.00702042,0.021738356,0.002815295,0.46158487,0.14866205,0.38413477,0.34289712,0.16155154,0.11141658,0.075803034,0.097379602,0.054363124000000006,0.015517241,0.056886226,0.12174162,0.058245011,0.017473503999999997,0.01422706,0.11009262,0.016709635,0.011839969,0.047932781,0.053088896,0.32960948,0.12718418,0.046309557,0.04554569,0.11687195,0.21932589,0.067411438,0.025303161,0.08832235599999999,0.054616634,0.025589611,0.092332669,0.092810079,0.007447723000000002,0.13176741,0.035615392,0.042585697,0.1185537,0.061484627,0.077563941,0.066816628,0.067983001,0.072481878,0.046488378,0.047821376,0.046321753,0.078063816,0.07606431799999999,0.12355244,0.048654504,0.017245688999999998,0.050903942,0.21826822,0.30099246,0.24773455,0.083539158,0.2052779,0.011235955,0.74247491,0.040144339,0.078123592,4.0,0.960000008,7.483815777,3.906890596,178.0,9.0,155.0,14.0,1164,1164
vha_501GD,501,2075 South NM Hwy 602,Gallup,NM,35031,16.15264135,14.83812045,15.86409547,0.48261473,0.2932916,0.10381749,0.14269242,0.11471675,0.11794259,0.11206742,0.067907587,0.034180291,0.013383849,0.15028346,0.006698788000000001,0.7672171,0.01024036,0.34022495,0.077075675,0.58337885,0.30077413,0.062818758,0.053028233,0.15739518,0.18705615,0.12919393,0.12920648,0.11222628,0.026001524,0.047387142,0.059752688,0.010883374,0.11234861,0.034852207,0.012534937,0.028500043,0.072202928,0.35114762,0.10400610000000003,0.039425764,0.10095706,0.092402808,0.21034132,0.08054544,0.030575082000000007,0.056280173,0.06102312400000001,0.027653087000000003,0.093588546,0.11594816,0.007156772,0.083340392,0.06834928700000001,0.072795801,0.18881498,0.08317319299999999,0.083764471,0.065385565,0.057649668,0.06154225,0.038285293,0.031189948,0.035624538,0.06794776799999999,0.07972407299999999,0.078738607,0.047548659000000014,0.040108401,0.040502585,0.25118393,0.45195916,0.33655888,0.24580467,0.20987654,0.172949,0.39881498,0.032672249,0.025446281,2.0,0.810000002,7.483815777,3.906890596,178.0,9.0,155.0,14.0,1621,1621
vha_501GH,501,1960 North Date Street,Truth or Consequences,NM,35051,13.4429435,14.78131297,16.6589242,0.49537495,0.16129322,0.06142792900000001,0.074000895,0.079030082,0.10812753,0.16425684,0.19559947,0.12132914,0.03493489,0.8985181999999999,0.005837449000000001,0.033767398,0.006286484,0.42050645,0.20288502,0.43720391,0.35817447,0.12975159,0.07487002,0.10927886,0.11105675,0.10747895,0.071969695,0.12686567,0.048908539,0.093119644,0.019894999,0.002210555,0.09615916,0.058579717,0.015750207,0.050566453,0.053053331,0.35949159,0.094777562,0.038132079,0.069356173,0.12268583,0.21276596,0.046697982,0.033434652,0.043934789,0.043658469000000005,0.037579443,0.07239569,0.15114672,0.034263607,0.099474996,0.027908262000000003,0.07405360799999999,0.13018411,0.11419007,0.085921519,0.070485398,0.091872789,0.061744466,0.062860332,0.040543053,0.030128324,0.080714151,0.057838943,0.078110471,0.031988099,0.016737958,0.046680305,0.21161866,0.41426927,0.29079342,0.11120021,0.24696565,0.17307693,0.50268817,0.041439127,0.12206874,1.0,0.99000001,7.483815777,3.906890596,178.0,9.0,155.0,14.0,703,703
